Location,Area_SqFt,BHK,Bathrooms,Parking,Property_Age,Floor_Number,Total_Floors,Price,Price_Per_SqFt,Floor_Ratio,Location_Encoded
Kondapur,1165.2,2,2,1.0,3,4,10,9136676.0,7841.3,0.4,9
Manikonda,1127.0,2,2,1.0,1,7,9,6557324.0,5818.4,0.778,13
Uppal,1299.6,2,2,1.0,1,4,17,5961319.0,4587.0,0.235,19
Nizampet,1792.3,3,3,1.0,25,1,14,7659640.0,4273.6,0.071,16
Kompally,1243.1,2,2,2.0,25,2,3,5142017.0,4136.4,0.667,8
Bowenpally,1361.7,3,4,1.0,5,4,12,8275364.0,6077.2,0.333,3
Nallagandla,1352.3,2,2,2.0,2,6,8,9590010.0,7091.6,0.75,15
Gachibowli,2328.0,4,4,2.0,7,13,17,19061314.0,8187.8,0.765,5
Kukatpally,1749.7,3,3,1.0,3,3,20,9422857.0,5385.4,0.15,10
Miyapur,1049.1,2,2,1.0,7,8,25,5035577.0,4799.9,0.32,14
Gachibowli,2840.6,4,4,1.0,7,9,12,23215443.0,8172.7,0.75,5
Financial District,990.6,2,2,1.0,5,0,3,8736303.0,8819.2,0.0,4
Nizampet,1211.8,2,2,2.0,7,8,22,5773635.0,4764.5,0.364,16
Tellapur,1652.5,3,4,1.0,15,4,4,10944347.0,6622.9,1.0,18
Ameerpet,1015.3,2,3,2.0,2,22,24,6536639.0,6438.1,0.917,0
Tellapur,1553.3,3,4,1.0,15,9,21,9557472.0,6153.0,0.429,18
Miyapur,611.0,1,1,1.0,3,6,16,3530649.0,5778.5,0.375,14
Miyapur,2364.7,4,4,0.0,10,15,20,12971455.0,5485.5,0.75,14
Miyapur,1438.2,3,3,0.0,1,1,9,7722456.0,5369.5,0.111,14
Banjara Hills,1547.2,3,3,1.0,5,1,8,21116640.0,13648.3,0.125,1
Gachibowli,684.6,1,1,1.0,2,10,17,5364208.0,7835.5,0.588,5
Kompally,1179.2,2,3,2.0,7,3,17,6094096.0,5168.0,0.176,8
Uppal,1231.5,2,3,1.0,7,3,8,5492567.0,4460.1,0.375,19
Hitech City,2559.3,4,5,2.0,15,13,13,19655318.0,7680.0,1.0,6
Shaikpet,1738.9,3,3,1.0,10,2,24,11512260.0,6620.4,0.083,17
Gachibowli,1555.1,3,4,2.0,10,1,3,13233373.0,8509.7,0.333,5
Nizampet,2031.6,4,4,1.0,5,3,12,10365023.0,5101.9,0.25,16
Kukatpally,1159.7,2,2,0.0,10,3,3,6404517.0,5522.6,1.0,10
Nizampet,1134.7,2,3,1.0,2,0,23,6406396.0,5645.9,0.0,16
Gachibowli,1621.2,3,3,2.0,15,0,18,12422116.0,7662.3,0.0,5
Nallagandla,1425.4,3,4,1.0,5,2,2,8825239.0,6191.4,1.0,15
Manikonda,1197.9,3,4,3.0,0,1,5,7721813.0,6446.1,0.2,13
Kondapur,2247.5,4,4,2.0,25,10,24,13548781.0,6028.4,0.417,9
Financial District,1337.3,2,2,1.0,3,10,21,13748817.0,10281.0,0.476,4
Madhapur,2281.2,4,5,1.0,10,2,12,17874833.0,7835.7,0.167,12
Kondapur,1105.7,2,2,0.0,2,12,19,8106830.0,7331.9,0.632,9
Jubilee Hills,1584.4,3,4,1.0,0,17,25,24649814.0,15557.8,0.68,7
Ameerpet,1175.5,2,3,1.0,20,3,19,6880071.0,5852.9,0.158,0
Ameerpet,1440.7,2,3,1.0,0,14,22,8584491.0,5958.6,0.636,0
Miyapur,1513.4,3,3,1.0,15,4,4,7407271.0,4894.5,1.0,14
Banjara Hills,1513.5,2,2,0.0,5,13,13,19828412.0,13101.0,1.0,1
Banjara Hills,1220.3,2,3,0.0,5,9,14,18381548.0,15063.1,0.643,1
Madhapur,875.0,2,2,1.0,20,6,8,5772813.0,6597.5,0.75,12
Jubilee Hills,1098.1,2,2,1.0,2,1,12,16274746.0,14820.8,0.083,7
Banjara Hills,1183.1,2,2,0.0,0,5,6,15945490.0,13477.7,0.833,1
Nallagandla,2856.9,4,4,1.0,2,12,23,19186250.0,6715.8,0.522,15
Tellapur,1490.3,3,3,2.0,3,17,20,10432978.0,7000.6,0.85,18
Madhapur,1149.5,2,3,2.0,20,15,17,8738084.0,7601.6,0.882,12
Gachibowli,1753.3,3,3,0.0,7,1,8,13462259.0,7678.2,0.125,5
Kondapur,1278.7,3,4,2.0,15,12,25,9058888.0,7084.5,0.48,9
Hitech City,1640.4,3,3,1.0,7,20,24,14588166.0,8893.1,0.833,6
Uppal,1307.7,2,2,1.0,5,9,25,5904411.0,4515.1,0.36,19
Hitech City,1210.0,2,2,3.0,5,11,13,12320863.0,10182.5,0.846,6
LB Nagar,1292.1,2,3,1.0,7,19,22,5468548.0,4232.3,0.864,11
Uppal,3731.7,5,6,2.0,3,3,6,16562372.0,4438.3,0.5,19
Ameerpet,1911.0,4,5,1.0,20,8,16,10737279.0,5618.7,0.5,0
Financial District,1449.8,2,3,3.0,2,5,15,14575656.0,10053.6,0.333,4
Kukatpally,927.8,2,3,1.0,5,3,19,6020377.0,6488.9,0.158,10
Nallagandla,3162.4,5,5,2.0,7,24,24,22386620.0,7079.0,1.0,15
Nallagandla,987.6,2,3,2.0,2,4,5,7317610.0,7409.5,0.8,15
LB Nagar,960.8,2,3,1.0,2,0,2,4632982.0,4822.0,0.0,11
Nallagandla,867.9,2,2,1.0,2,2,2,5887148.0,6783.2,1.0,15
Begumpet,1458.1,3,4,0.0,3,8,12,10414783.0,7142.7,0.667,2
Kondapur,1405.0,3,4,3.0,0,0,7,10256739.0,7300.2,0.0,9
Miyapur,2931.7,5,6,1.0,7,1,3,15583772.0,5315.6,0.333,14
Nallagandla,632.3,1,1,2.0,3,3,24,3658677.0,5786.3,0.125,15
Manikonda,1579.0,3,3,1.0,7,1,2,10128857.0,6414.7,0.5,13
Madhapur,1729.7,3,4,1.0,1,9,24,13869343.0,8018.4,0.375,12
Kompally,2052.4,3,3,3.0,15,1,18,9298804.0,4530.7,0.056,8
Begumpet,1741.8,3,4,1.0,0,1,2,12297702.0,7060.3,0.5,2
Uppal,1559.7,3,4,1.0,0,8,17,7658497.0,4910.2,0.471,19
Kukatpally,2448.1,4,4,1.0,7,7,18,15224028.0,6218.7,0.389,10
Manikonda,1459.8,3,3,2.0,5,2,24,8508943.0,5828.8,0.083,13
Jubilee Hills,1766.9,3,3,1.0,15,5,12,25323131.0,14332.0,0.417,7
Kondapur,1160.6,2,2,1.0,3,3,16,8008183.0,6900.0,0.188,9
Madhapur,1378.3,3,4,1.0,7,11,21,10402044.0,7547.0,0.524,12
Banjara Hills,1180.9,2,3,1.0,0,6,7,16262148.0,13771.0,0.857,1
Nizampet,1513.3,3,4,0.0,7,3,15,7692359.0,5083.2,0.2,16
Kompally,1498.4,2,2,1.0,5,1,4,7489627.0,4998.4,0.25,8
LB Nagar,940.1,2,3,1.0,1,8,16,4348324.0,4625.4,0.5,11
Tellapur,690.1,1,1,2.0,3,24,24,5672979.0,8220.5,1.0,18
Begumpet,1634.3,3,4,2.0,10,9,22,12253917.0,7498.0,0.409,2
Madhapur,1383.6,3,4,1.0,3,8,14,11833534.0,8552.7,0.571,12
Miyapur,1750.6,3,4,2.0,10,7,10,8386176.0,4790.5,0.7,14
Shaikpet,1147.9,2,2,1.0,3,12,24,9203680.0,8017.8,0.5,17
Tellapur,1277.3,2,2,2.0,2,18,23,8249787.0,6458.8,0.783,18
Financial District,2560.3,4,5,1.0,5,5,10,24684624.0,9641.3,0.5,4
Begumpet,1479.6,3,3,1.0,5,10,19,11097908.0,7500.6,0.526,2
Nallagandla,2214.3,4,5,2.0,2,14,19,15543430.0,7019.6,0.737,15
Uppal,3115.8,5,5,1.0,1,6,6,15550691.0,4990.9,1.0,19
Nallagandla,1642.1,3,3,1.0,0,2,2,11886180.0,7238.4,1.0,15
Bowenpally,1884.1,4,5,1.0,2,9,15,10343549.0,5489.9,0.6,3
Hitech City,1111.6,2,3,1.0,7,0,25,9784881.0,8802.5,0.0,6
Miyapur,1869.9,3,4,3.0,3,1,6,11041820.0,5905.0,0.167,14
Nizampet,1022.0,2,2,1.0,0,2,3,5240050.0,5127.3,0.667,16
Kompally,1495.0,3,3,1.0,15,1,17,6852764.0,4583.8,0.059,8
Uppal,3697.3,5,5,1.0,10,8,14,16524760.0,4469.4,0.571,19
Kondapur,3555.2,5,5,3.0,25,2,13,23527817.0,6617.9,0.154,9
Gachibowli,1866.5,3,3,2.0,5,4,4,12947508.0,6936.8,1.0,5
Ameerpet,1281.1,2,3,1.0,3,4,23,8316105.0,6491.4,0.174,0
Uppal,1577.6,3,3,0.0,15,22,24,6557768.0,4156.8,0.917,19
Ameerpet,1574.2,3,3,1.0,7,2,7,8609988.0,5469.4,0.286,0
Miyapur,1091.5,2,2,0.0,25,12,13,5237124.0,4798.1,0.923,14
Jubilee Hills,1060.6,2,2,1.0,7,15,21,15012125.0,14154.4,0.714,7
Banjara Hills,1794.4,3,3,1.0,7,8,10,23964044.0,13354.9,0.8,1
Gachibowli,2507.0,4,5,1.0,15,10,20,17462489.0,6965.5,0.5,5
Bowenpally,1482.8,3,3,1.0,15,22,23,7313573.0,4932.3,0.957,3
Nallagandla,1561.6,3,4,1.0,20,0,25,8866897.0,5678.1,0.0,15
Madhapur,745.8,1,1,3.0,0,3,15,7464739.0,10009.0,0.2,12
Tellapur,569.8,1,2,2.0,7,13,20,4086176.0,7171.2,0.65,18
Kukatpally,789.2,1,1,1.0,10,1,3,4370503.0,5537.9,0.333,10
Tellapur,1486.2,2,2,0.0,10,0,3,8901126.0,5989.2,0.0,18
Kompally,1697.7,3,3,2.0,7,2,21,8651742.0,5096.2,0.095,8
Begumpet,750.2,1,1,1.0,20,3,4,4739746.0,6318.0,0.75,2
Hitech City,1716.6,3,3,2.0,7,21,21,16672190.0,9712.3,1.0,6
Madhapur,1336.2,2,2,1.0,3,0,16,12022929.0,8997.9,0.0,12
Nallagandla,1198.6,2,3,1.0,1,1,3,7085676.0,5911.6,0.333,15
Kondapur,1032.2,2,2,1.0,3,7,18,8568489.0,8301.2,0.389,9
Banjara Hills,1758.7,3,3,1.0,3,16,20,24614161.0,13995.7,0.8,1
Gachibowli,1878.6,3,3,2.0,0,11,24,17406121.0,9265.5,0.458,5
Miyapur,2220.0,4,4,0.0,7,3,5,11866327.0,5345.2,0.6,14
Bowenpally,1485.2,3,4,1.0,1,3,3,8672081.0,5839.0,1.0,3
Madhapur,2365.5,4,5,1.0,10,4,7,17937782.0,7583.1,0.571,12
Hitech City,1564.1,3,3,2.0,5,12,18,12621575.0,8069.5,0.667,6
Begumpet,2493.4,4,4,1.0,0,2,4,19144768.0,7678.2,0.5,2
Manikonda,1497.9,2,2,1.0,2,1,5,10161286.0,6783.7,0.2,13
Uppal,1214.2,2,2,1.0,10,3,18,5086345.0,4189.1,0.167,19
Madhapur,2966.2,5,5,2.0,15,11,15,23028811.0,7763.7,0.733,12
Miyapur,2300.9,4,4,1.0,10,12,18,11838259.0,5145.1,0.667,14
Banjara Hills,1253.8,2,2,1.0,15,4,6,15700798.0,12522.6,0.667,1
Banjara Hills,1608.4,3,3,1.0,2,15,18,22762852.0,14152.5,0.833,1
Shaikpet,1084.1,2,2,1.0,2,4,7,7450810.0,6872.8,0.571,17
Kondapur,1353.7,2,2,1.0,3,14,14,11288782.0,8339.2,1.0,9
Gachibowli,1142.4,2,2,1.0,2,8,19,8653427.0,7574.8,0.421,5
LB Nagar,1854.4,3,4,1.0,1,17,23,8985123.0,4845.3,0.739,11
Madhapur,1116.4,2,2,1.0,20,7,23,7824513.0,7008.7,0.304,12
Banjara Hills,1071.1,2,2,1.0,3,6,13,17054275.0,15922.2,0.462,1
Jubilee Hills,1940.5,3,4,0.0,20,11,14,23603606.0,12163.7,0.786,7
Manikonda,2645.6,4,4,1.0,7,6,6,15581122.0,5889.4,1.0,13
Bowenpally,3367.0,5,5,1.0,7,15,15,19757721.0,5868.0,1.0,3
Financial District,753.1,1,2,1.0,7,2,2,6947447.0,9225.1,1.0,4
Gachibowli,1797.1,3,3,1.0,1,10,16,14947050.0,8317.3,0.625,5
Manikonda,1133.2,2,2,3.0,1,0,10,7111862.0,6275.9,0.0,13
Kompally,3195.6,5,6,1.0,3,1,4,16558413.0,5181.6,0.25,8
Shaikpet,1481.2,3,4,1.0,1,7,8,11011900.0,7434.4,0.875,17
Hitech City,1221.2,3,4,1.0,3,2,3,11674726.0,9560.0,0.667,6
Nallagandla,1746.5,3,3,1.0,7,3,12,10494757.0,6009.0,0.25,15
Shaikpet,579.6,1,1,1.0,0,2,3,3964728.0,6840.5,0.667,17
Banjara Hills,1219.3,2,3,2.0,15,5,25,14018822.0,11497.4,0.2,1
Kukatpally,2054.2,4,4,2.0,25,4,6,9924204.0,4831.2,0.667,10
Shaikpet,2432.1,4,4,1.0,7,9,12,16986630.0,6984.3,0.75,17
Uppal,1497.0,3,3,1.0,5,6,9,6347426.0,4240.1,0.667,19
Bowenpally,1039.0,2,3,2.0,10,3,20,5898484.0,5677.1,0.15,3
Manikonda,1124.6,2,2,1.0,15,5,18,6555771.0,5829.4,0.278,13
Financial District,1603.2,2,3,1.0,20,2,3,13834494.0,8629.3,0.667,4
Manikonda,1455.6,3,4,1.0,1,1,2,9098711.0,6250.8,0.5,13
Financial District,1653.6,3,4,1.0,1,8,10,15959830.0,9651.6,0.8,4
Kukatpally,2313.7,4,4,1.0,5,10,12,14608598.0,6314.0,0.833,10
Uppal,763.3,1,1,1.0,2,9,13,3485215.0,4566.0,0.692,19
Manikonda,1951.5,4,4,2.0,5,20,22,13179396.0,6753.5,0.909,13
Tellapur,2458.8,4,4,1.0,1,18,23,15573576.0,6333.8,0.783,18
LB Nagar,673.7,1,2,1.0,1,8,11,3124590.0,4638.0,0.727,11
Manikonda,2009.8,3,3,1.0,10,1,8,11898714.0,5920.3,0.125,13
Begumpet,974.2,2,3,1.0,2,8,15,7729605.0,7934.3,0.533,2
Nallagandla,3197.9,5,5,1.0,7,3,5,18588676.0,5812.8,0.6,15
Bowenpally,3131.6,5,6,2.0,25,0,5,12024139.0,3839.6,0.0,3
Madhapur,1212.0,2,2,3.0,3,2,6,11376325.0,9386.4,0.333,12
Manikonda,2348.3,4,5,3.0,3,16,16,15376962.0,6548.1,1.0,13
Uppal,1624.5,3,3,0.0,2,3,18,7081096.0,4358.9,0.167,19
Kondapur,1556.1,3,4,2.0,5,5,8,12528653.0,8051.3,0.625,9
Madhapur,1659.4,3,4,1.0,7,11,16,12899568.0,7773.6,0.688,12
Financial District,1935.2,4,5,3.0,7,2,5,18124690.0,9365.8,0.4,4
Nallagandla,1229.9,2,3,1.0,20,1,5,7258941.0,5902.1,0.2,15
Miyapur,2200.8,4,5,1.0,10,2,8,11210613.0,5093.9,0.25,14
Bowenpally,1385.4,3,3,1.0,0,1,5,7889032.0,5694.4,0.2,3
Jubilee Hills,1323.9,2,2,2.0,7,1,10,17931675.0,13544.6,0.1,7
Kukatpally,1813.9,3,3,1.0,3,19,21,12037850.0,6636.4,0.905,10
Manikonda,1168.7,2,2,3.0,5,13,13,7585141.0,6490.2,1.0,13
LB Nagar,1084.2,2,3,2.0,0,17,18,5026611.0,4636.2,0.944,11
Kompally,2559.2,4,4,1.0,0,7,21,12961892.0,5064.8,0.333,8
Uppal,1036.4,2,2,1.0,5,1,6,4493553.0,4335.7,0.167,19
Nizampet,1133.6,2,2,1.0,10,3,5,5202292.0,4589.2,0.6,16
Kukatpally,1485.3,3,4,1.0,3,23,23,8733543.0,5880.0,1.0,10
LB Nagar,1125.1,2,2,2.0,0,7,21,5376283.0,4778.5,0.333,11
Kukatpally,1688.6,4,4,1.0,1,12,16,11015815.0,6523.6,0.75,10
Shaikpet,1250.4,3,4,1.0,10,5,10,8890460.0,7110.1,0.5,17
Bowenpally,1315.3,2,2,2.0,15,11,14,6550010.0,4979.9,0.786,3
Nizampet,1325.6,2,3,2.0,3,6,21,7788123.0,5875.2,0.286,16
LB Nagar,1576.8,3,3,0.0,3,11,21,7206925.0,4570.6,0.524,11
Uppal,1118.5,2,2,2.0,0,0,11,5268208.0,4710.1,0.0,19
Banjara Hills,1530.0,3,3,2.0,5,13,13,21871811.0,14295.3,1.0,1
Kondapur,550.0,1,2,1.0,3,6,9,3942632.0,7168.4,0.667,9
Shaikpet,1086.2,2,2,1.0,3,1,7,7660892.0,7052.9,0.143,17
Miyapur,2278.4,4,4,1.0,25,2,5,9799888.0,4301.2,0.4,14
Miyapur,1176.0,2,3,1.0,5,11,11,6425356.0,5463.7,1.0,14
Financial District,1643.9,3,3,1.0,10,13,22,13694368.0,8330.4,0.591,4
Nizampet,2518.3,4,4,0.0,5,3,23,12988970.0,5157.8,0.13,16
Shaikpet,2087.2,3,3,1.0,2,1,2,13649997.0,6539.9,0.5,17
Nizampet,1223.8,2,2,1.0,7,5,13,6561353.0,5361.5,0.385,16
Kompally,949.7,2,2,1.0,7,6,13,5015056.0,5280.7,0.462,8
Kondapur,1344.3,3,3,1.0,2,9,21,8830332.0,6568.7,0.429,9
Gachibowli,1010.3,2,2,2.0,20,9,16,7714334.0,7635.7,0.562,5
Tellapur,1150.4,2,2,2.0,1,10,11,8346865.0,7255.6,0.909,18
Begumpet,2314.4,4,5,3.0,2,5,17,19494082.0,8423.0,0.294,2
Ameerpet,2046.0,3,4,1.0,15,2,5,12048052.0,5888.6,0.4,0
Nallagandla,2706.6,4,5,3.0,7,2,17,19286076.0,7125.6,0.118,15
Hitech City,1113.0,2,2,1.0,2,1,4,9915908.0,8909.2,0.25,6
Bowenpally,1132.7,2,3,1.0,3,3,13,5405617.0,4772.3,0.231,3
Financial District,1446.5,3,3,0.0,20,12,22,11478577.0,7935.4,0.545,4
Uppal,1302.5,2,2,1.0,15,2,5,4612994.0,3541.6,0.4,19
Miyapur,1115.2,2,2,1.0,5,0,2,7011217.0,6287.0,0.0,14
Shaikpet,2418.6,4,5,1.0,5,11,18,17881814.0,7393.5,0.611,17
LB Nagar,1092.9,2,2,0.0,3,1,22,4324841.0,3957.2,0.045,11
Tellapur,1627.5,3,3,0.0,10,18,19,10771395.0,6618.4,0.947,18
Kompally,2113.9,3,3,2.0,5,10,13,11277516.0,5334.9,0.769,8
Bowenpally,1663.2,3,4,1.0,20,1,17,8256347.0,4964.1,0.059,3
Tellapur,1175.6,2,2,2.0,2,10,12,8883455.0,7556.5,0.833,18
LB Nagar,1937.4,3,3,1.0,2,2,4,7600702.0,3923.1,0.5,11
Banjara Hills,2019.7,4,4,1.0,5,1,2,25580011.0,12665.3,0.5,1
Uppal,616.3,1,2,1.0,5,5,5,3195701.0,5185.3,1.0,19
Financial District,1833.3,4,4,2.0,15,1,5,15429598.0,8416.3,0.2,4
Gachibowli,2692.8,4,4,1.0,7,12,13,22965549.0,8528.5,0.923,5
Nizampet,2263.1,3,4,1.0,5,12,12,12537657.0,5540.0,1.0,16
Kukatpally,1065.6,2,2,2.0,5,6,14,6822660.0,6402.6,0.429,10
Tellapur,1156.3,2,2,0.0,20,4,15,7154074.0,6187.0,0.267,18
Bowenpally,1041.0,2,3,2.0,5,1,20,5853471.0,5622.9,0.05,3
Hitech City,1611.0,3,4,1.0,3,6,18,13871565.0,8610.5,0.333,6
Kukatpally,1255.8,2,2,1.0,15,3,13,6070657.0,4834.1,0.231,10
LB Nagar,580.3,1,1,1.0,2,17,24,2577813.0,4442.2,0.708,11
Nallagandla,1512.9,3,4,1.0,5,0,17,9769789.0,6457.7,0.0,15
Financial District,1690.8,3,4,2.0,3,8,10,15753165.0,9317.0,0.8,4
Bowenpally,1256.2,2,3,1.0,0,11,13,8630215.0,6870.1,0.846,3
Banjara Hills,1681.3,3,3,1.0,5,3,16,21957204.0,13059.7,0.188,1
Kukatpally,2117.3,4,4,2.0,0,2,3,13450417.0,6352.6,0.667,10
Miyapur,2248.7,4,4,2.0,1,0,9,12065696.0,5365.6,0.0,14
Bowenpally,2308.2,4,5,2.0,0,5,11,12885812.0,5582.6,0.455,3
Kondapur,1274.9,2,2,2.0,0,18,22,9744587.0,7643.4,0.818,9
Kondapur,1663.8,3,4,0.0,3,0,17,12780169.0,7681.3,0.0,9
Begumpet,2720.2,4,4,1.0,7,4,8,20146751.0,7406.3,0.5,2
Begumpet,1848.7,3,3,1.0,20,12,14,13530239.0,7318.8,0.857,2
Tellapur,1606.7,3,4,0.0,15,3,13,8669834.0,5396.1,0.231,18
Kukatpally,672.1,1,1,1.0,10,22,24,4087375.0,6081.5,0.917,10
Banjara Hills,1799.9,3,3,1.0,0,1,4,25337191.0,14077.0,0.25,1
Financial District,1125.9,2,2,1.0,15,6,6,8720131.0,7745.0,1.0,4
Hitech City,1767.0,3,4,1.0,25,14,24,14767741.0,8357.5,0.583,6
Kondapur,2356.8,4,4,2.0,5,5,7,18917426.0,8026.7,0.714,9
Gachibowli,1803.0,3,4,2.0,7,21,25,16757818.0,9294.4,0.84,5
Miyapur,1281.1,3,4,2.0,20,6,10,6053346.0,4725.1,0.6,14
Kompally,1306.6,2,2,3.0,15,4,15,6363901.0,4870.6,0.267,8
Shaikpet,1230.5,2,3,0.0,5,6,19,8196245.0,6660.9,0.316,17
Bowenpally,1203.0,2,3,2.0,1,10,24,5714363.0,4750.1,0.417,3
Shaikpet,1665.6,3,3,2.0,2,8,12,11924112.0,7159.0,0.667,17
Kompally,2048.3,4,4,3.0,2,3,5,10722620.0,5234.9,0.6,8
Hitech City,1317.7,2,2,1.0,1,3,19,12679619.0,9622.5,0.158,6
Gachibowli,1687.6,3,3,1.0,15,16,16,11645889.0,6900.9,1.0,5
Shaikpet,1774.7,3,4,1.0,1,3,16,12910437.0,7274.7,0.188,17
Uppal,1120.1,2,2,1.0,1,11,15,5166274.0,4612.3,0.733,19
Nallagandla,2016.4,3,3,3.0,5,11,25,11781491.0,5842.8,0.44,15
Bowenpally,1655.9,3,4,1.0,2,1,14,8609477.0,5199.3,0.071,3
LB Nagar,679.7,1,2,1.0,15,3,4,2704153.0,3978.5,0.75,11
Gachibowli,2882.5,4,4,2.0,5,5,5,23166867.0,8037.1,1.0,5
Bowenpally,1677.7,3,3,2.0,20,8,19,7768468.0,4630.4,0.421,3
Uppal,1202.8,2,2,0.0,10,2,4,5330828.0,4432.0,0.5,19
LB Nagar,1755.3,3,4,1.0,20,2,10,6823277.0,3887.2,0.2,11
LB Nagar,1082.6,2,2,1.0,10,3,7,4117166.0,3803.0,0.429,11
Jubilee Hills,1243.8,2,2,1.0,5,4,17,19016670.0,15289.2,0.235,7
Kondapur,1395.8,2,3,2.0,7,3,4,10260984.0,7351.3,0.75,9
Madhapur,2176.6,4,4,0.0,0,18,23,17689064.0,8126.9,0.783,12
LB Nagar,3699.5,5,5,2.0,7,13,16,16795292.0,4539.9,0.812,11
Kondapur,609.2,1,2,1.0,1,1,3,4434908.0,7279.9,0.333,9
Financial District,2157.4,4,4,0.0,1,12,14,18935217.0,8776.9,0.857,4
Banjara Hills,1298.9,2,3,3.0,7,21,21,18166467.0,13986.0,1.0,1
Begumpet,1090.7,2,3,0.0,1,20,25,7772978.0,7126.6,0.8,2
Bowenpally,989.0,2,2,1.0,5,0,3,4961247.0,5016.4,0.0,3
Shaikpet,1533.5,3,3,0.0,5,4,6,11307957.0,7374.0,0.667,17
Shaikpet,1193.5,2,2,0.0,5,1,16,8491748.0,7115.0,0.062,17
Tellapur,3277.8,5,6,1.0,0,0,9,21124055.0,6444.6,0.0,18
Begumpet,1198.6,2,2,1.0,2,13,15,9050240.0,7550.7,0.867,2
Kondapur,1769.9,3,4,1.0,5,15,15,13786891.0,7789.6,1.0,9
Kondapur,1486.7,3,3,1.0,3,2,2,11075772.0,7449.9,1.0,9
Hitech City,1908.1,3,4,1.0,0,19,23,20117706.0,10543.3,0.826,6
Ameerpet,1664.9,3,3,1.0,3,6,16,11485732.0,6898.8,0.375,0
Nizampet,1569.8,3,3,1.0,2,21,21,9781066.0,6230.8,1.0,16
Ameerpet,921.8,2,2,2.0,1,17,18,6449901.0,6997.1,0.944,0
Nizampet,1741.3,3,3,1.0,5,5,8,8668288.0,4978.1,0.625,16
Miyapur,1949.8,3,3,1.0,1,2,23,9377390.0,4809.4,0.087,14
Manikonda,581.1,1,2,2.0,20,0,2,3211620.0,5526.8,0.0,13
Tellapur,959.1,2,2,2.0,1,5,7,6644983.0,6928.4,0.714,18
Gachibowli,1275.2,2,3,1.0,3,3,10,11673152.0,9154.0,0.3,5
Nallagandla,2093.8,3,3,1.0,3,0,4,13382355.0,6391.4,0.0,15
Nizampet,1021.8,2,3,1.0,5,0,22,5049697.0,4942.0,0.0,16
Manikonda,1025.4,2,2,2.0,1,13,15,7233342.0,7054.2,0.867,13
Shaikpet,2212.8,4,5,1.0,10,23,23,12892070.0,5826.1,1.0,17
Madhapur,1734.6,3,3,2.0,1,18,18,14768565.0,8514.1,1.0,12
Miyapur,1562.2,3,4,1.0,7,19,25,9526370.0,6098.0,0.76,14
Madhapur,1641.4,3,4,1.0,5,0,4,13624506.0,8300.5,0.0,12
Miyapur,1505.1,3,3,1.0,0,2,7,7671443.0,5097.0,0.286,14
Ameerpet,1467.0,3,3,2.0,10,6,15,9199240.0,6270.8,0.4,0
Madhapur,1202.1,2,3,1.0,0,11,12,10514098.0,8746.4,0.917,12
LB Nagar,2530.1,4,5,1.0,7,17,25,11605533.0,4587.0,0.68,11
Miyapur,1100.3,2,2,1.0,2,0,2,5939522.0,5398.1,0.0,14
LB Nagar,1591.8,3,3,3.0,3,13,15,7009928.0,4403.8,0.867,11
Manikonda,1230.4,2,2,1.0,7,4,12,6760246.0,5494.3,0.333,13
Madhapur,1107.6,2,3,1.0,1,1,4,8815008.0,7958.7,0.25,12
Kompally,1705.0,3,4,2.0,1,0,2,8131861.0,4769.4,0.0,8
Financial District,1331.4,2,2,1.0,0,6,9,12564959.0,9437.4,0.667,4
Hitech City,767.3,2,3,1.0,20,17,18,7194722.0,9376.7,0.944,6
Kompally,1364.2,2,2,1.0,0,1,3,7782541.0,5704.8,0.333,8
Ameerpet,1253.6,2,2,1.0,0,13,19,7466818.0,5956.3,0.684,0
Miyapur,1623.4,3,4,2.0,1,1,12,9022762.0,5557.9,0.083,14
Shaikpet,2032.0,4,5,1.0,3,6,9,14792787.0,7279.9,0.667,17
Begumpet,2259.0,4,4,2.0,5,12,12,18354933.0,8125.2,1.0,2
Madhapur,1644.2,3,4,1.0,3,5,19,15106135.0,9187.5,0.263,12
Banjara Hills,1620.0,3,3,1.0,7,19,20,23383077.0,14434.0,0.95,1
Bowenpally,1417.2,3,4,0.0,10,1,10,6917679.0,4881.2,0.1,3
Hitech City,2307.4,4,4,1.0,10,9,15,20318319.0,8805.7,0.6,6
Manikonda,1663.4,3,3,2.0,15,4,16,9791241.0,5886.3,0.25,13
Nizampet,2467.1,4,4,1.0,15,4,5,11334532.0,4594.3,0.8,16
Hitech City,1882.9,3,3,1.0,0,8,13,16231808.0,8620.6,0.615,6
Jubilee Hills,1355.5,3,3,1.0,10,9,14,16267107.0,12000.8,0.643,7
Bowenpally,1548.7,3,3,1.0,10,9,14,8161415.0,5269.8,0.643,3
Madhapur,2297.5,4,4,1.0,5,4,21,18936352.0,8242.2,0.19,12
Ameerpet,1017.3,3,4,1.0,3,1,13,6323883.0,6216.3,0.077,0
Manikonda,1539.1,3,3,1.0,1,1,3,10157331.0,6599.5,0.333,13
Miyapur,726.7,1,1,1.0,5,5,15,3704833.0,5098.2,0.333,14
Madhapur,1113.4,2,3,1.0,15,12,12,8910022.0,8002.5,1.0,12
LB Nagar,1918.0,3,4,2.0,3,2,22,8529682.0,4447.2,0.091,11
Banjara Hills,1661.5,3,4,2.0,1,14,19,21882092.0,13170.1,0.737,1
LB Nagar,3235.5,5,5,1.0,0,5,11,16452737.0,5085.1,0.455,11
