Location,Area_SqFt,BHK,Bathrooms,Parking,Property_Age,Floor_Number,Total_Floors,Price,Price_Per_SqFt
Nallagandla,2706.6,4,5,3.0,7,2,17,19286076.0,7125.6
Hitech City,1113.0,2,2,1.0,2,1,4,9915908.0,8909.1
Bowenpally,1132.7,2,3,1.0,3,3,13,5405617.0,4772.4
Financial District,1446.5,3,3,0.0,20,12,22,11478577.0,7935.2
Uppal,1302.5,2,2,1.0,15,2,5,4612994.0,3541.6
Miyapur,1115.2,2,2,1.0,5,0,2,7011217.0,6286.9
Shaikpet,2418.6,4,5,1.0,5,11,18,17881814.0,7393.5
LB Nagar,1092.9,2,2,0.0,3,1,22,4324841.0,3957.1
Tellapur,1627.5,3,3,0.0,10,18,19,10771395.0,6618.6
Kompally,2113.9,3,3,2.0,5,10,13,11277516.0,5334.9
Bowenpally,1663.2,3,4,1.0,20,1,17,8256347.0,4964.1
Tellapur,1175.6,2,2,2.0,2,10,12,8883455.0,7556.6
LB Nagar,1937.4,3,3,,2,2,4,7600702.0,3923.1
Banjara Hills,2019.7,4,4,1.0,5,1,2,25580011.0,12665.4
Uppal,616.3,1,2,1.0,5,5,5,3195701.0,5185.3
Financial District,1833.3,4,4,2.0,15,1,5,15429598.0,8416.4
Gachibowli,2692.8,4,4,1.0,7,12,13,22965549.0,8528.6
Nizampet,2263.1,3,4,1.0,5,12,12,12537657.0,5540.0
Kukatpally,1065.6,2,2,2.0,5,6,14,6822660.0,6402.4
Tellapur,1156.3,2,2,0.0,20,4,15,7154074.0,6187.1
Bowenpally,1041.0,2,3,2.0,5,1,20,5853471.0,5623.0
Hitech City,1611.0,3,4,1.0,3,6,18,13871565.0,8610.5
Kukatpally,1255.8,2,2,1.0,15,3,13,6070657.0,4834.2
LB Nagar,580.3,1,1,1.0,2,17,24,2577813.0,4442.0
Nallagandla,1512.9,3,4,1.0,5,0,17,9769789.0,6457.5
Financial District,1690.8,3,4,2.0,3,8,10,15753165.0,9316.8
Bowenpally,1256.2,2,3,1.0,0,11,13,8630215.0,6870.0
Banjara Hills,1681.3,3,3,1.0,5,3,16,21957204.0,13059.7
Kukatpally,2117.3,4,4,2.0,0,2,3,13450417.0,6352.6
Miyapur,2248.7,4,4,2.0,1,0,9,12065696.0,5365.6
Bowenpally,2308.2,4,5,2.0,0,5,11,12885812.0,5582.6
Kondapur,1274.9,2,2,2.0,0,18,22,9744587.0,7643.3
Kondapur,1663.8,3,4,0.0,3,0,17,12780169.0,7681.1
Begumpet,2720.2,4,4,1.0,7,4,8,20146751.0,7406.4
Begumpet,1848.7,3,3,1.0,20,12,14,13530239.0,7319.0
Tellapur,1606.7,3,4,0.0,15,3,13,8669834.0,5396.0
Kukatpally,672.1,1,1,1.0,10,22,24,4087375.0,6081.6
Banjara Hills,1799.9,3,3,1.0,0,1,4,25337191.0,14077.2
Financial District,1125.9,2,2,1.0,15,6,6,8720131.0,7745.1
Hitech City,1767.0,3,4,1.0,25,14,24,14767741.0,8357.4
Kondapur,2356.8,4,4,2.0,5,5,7,18917426.0,8026.9
Gachibowli,1803.0,3,4,2.0,7,21,25,16757818.0,9294.3
Miyapur,1281.1,3,4,2.0,20,6,10,6053346.0,4725.1
Kompally,1306.6,2,2,3.0,15,4,15,6363901.0,4870.6
Shaikpet,1230.5,2,3,0.0,5,6,19,8196245.0,6660.9
Bowenpally,1203.0,2,3,2.0,1,10,24,5714363.0,4750.0
Shaikpet,1665.6,3,3,2.0,2,8,12,11924112.0,7158.9
Kompally,2048.3,4,4,3.0,2,3,5,10722620.0,5234.8
Hitech City,1317.7,2,2,1.0,1,3,19,12679619.0,9622.8
Gachibowli,1687.6,3,3,1.0,15,16,16,11645889.0,6901.1
Shaikpet,1774.7,3,4,1.0,1,3,16,12910437.0,7274.8
Uppal,1120.1,2,2,1.0,1,11,15,5166274.0,4612.4
Nallagandla,2016.4,3,3,3.0,5,11,25,11781491.0,5842.9
Bowenpally,1655.9,3,4,1.0,2,1,14,8609477.0,5199.4
LB Nagar,679.7,1,2,1.0,15,3,4,2704153.0,3978.3
Gachibowli,2882.5,4,4,2.0,5,5,5,23166867.0,8037.2
Bowenpally,1677.7,3,3,2.0,20,8,19,7768468.0,4630.6
Uppal,1202.8,2,2,0.0,10,2,4,5330828.0,4432.0
LB Nagar,1755.3,3,4,1.0,20,2,10,6823277.0,3887.1
LB Nagar,1082.6,2,2,1.0,10,3,7,4117166.0,3803.1
Jubilee Hills,1243.8,2,2,1.0,5,4,17,19016670.0,15288.7
Kondapur,1395.8,2,3,2.0,7,3,4,10260984.0,7351.2
Madhapur,2176.6,4,4,0.0,0,18,23,17689064.0,8126.9
LB Nagar,3699.5,5,5,2.0,7,13,16,16795292.0,4539.8
Kondapur,609.2,1,2,1.0,1,1,3,4434908.0,7279.5
Financial District,2157.4,4,4,0.0,1,12,14,18935217.0,8776.9
Banjara Hills,1298.9,2,3,3.0,7,21,21,18166467.0,13986.0
Begumpet,1090.7,2,3,0.0,1,20,25,7772978.0,7126.5
Bowenpally,989.0,2,2,1.0,5,0,3,4961247.0,5016.5
Shaikpet,1533.5,3,3,0.0,5,4,6,11307957.0,7374.2
Jubilee Hills,1751.9,3,3,1.0,0,2,20,27178443.0,15513.3
Shaikpet,1193.5,2,2,0.0,5,1,16,8491748.0,7114.9
Tellapur,3277.8,5,6,1.0,0,0,9,21124055.0,6444.5
Begumpet,1198.6,2,2,1.0,2,13,15,9050240.0,7550.6
Kondapur,1769.9,3,4,1.0,5,15,15,13786891.0,7789.8
Kondapur,1486.7,3,3,1.0,3,2,2,11075772.0,7450.1
Hitech City,1908.1,3,4,1.0,0,19,23,20117706.0,10543.2
Ameerpet,1664.9,3,3,1.0,3,6,16,11485732.0,6898.7
Nizampet,1569.8,3,3,,2,21,21,9781066.0,6230.9
Kompally,1802.1,3,3,1.0,10,17,19,41309941.128644824,4595.7
Ameerpet,921.8,2,2,2.0,1,17,18,6449901.0,6996.8
Nizampet,1741.3,3,3,1.0,5,5,8,8668288.0,4978.0
Miyapur,1949.8,3,3,1.0,1,2,23,9377390.0,4809.5
Manikonda,581.1,1,2,2.0,20,0,2,3211620.0,5527.0
Tellapur,959.1,2,2,2.0,1,5,7,6644983.0,6928.3
Gachibowli,1275.2,2,3,1.0,3,3,10,11673152.0,9153.7
Nallagandla,2093.8,3,3,1.0,3,0,4,13382355.0,6391.4
Nizampet,1021.8,2,3,1.0,5,0,22,5049697.0,4941.8
Manikonda,1025.4,2,2,2.0,1,13,15,7233342.0,7054.1
Shaikpet,2212.8,4,5,1.0,10,23,23,12892070.0,5826.2
Madhapur,1734.6,3,3,2.0,1,18,18,14768565.0,8514.3
Miyapur,1562.2,3,4,1.0,7,19,25,9526370.0,6098.1
Madhapur,1641.4,3,4,1.0,5,0,4,13624506.0,8300.6
Miyapur,1505.1,3,3,1.0,0,2,7,7671443.0,5097.0
Ameerpet,1467.0,3,3,2.0,10,6,15,9199240.0,6270.9
Madhapur,1202.1,2,3,1.0,0,11,12,10514098.0,8746.1
LB Nagar,2530.1,4,5,1.0,7,17,25,11605533.0,4586.9
Miyapur,1100.3,2,2,1.0,2,0,2,5939522.0,5397.9
LB Nagar,1591.8,3,3,3.0,3,13,15,7009928.0,4403.8
Manikonda,1230.4,2,2,1.0,7,4,12,6760246.0,5494.3
Madhapur,1107.6,2,3,1.0,1,1,4,8815008.0,7958.8
Kompally,1705.0,3,4,2.0,1,0,2,8131861.0,4769.3
Financial District,1331.4,2,2,1.0,0,6,9,12564959.0,9437.6
Hitech City,767.3,2,3,1.0,20,17,18,7194722.0,9376.1
Kompally,1364.2,2,2,1.0,0,1,3,7782541.0,5704.9
Ameerpet,1253.6,2,2,1.0,0,13,19,7466818.0,5956.1
Miyapur,1623.4,3,4,2.0,1,1,12,9022762.0,5557.9
Shaikpet,2032.0,4,5,1.0,3,6,9,14792787.0,7280.0
Begumpet,2259.0,4,4,2.0,5,12,12,18354933.0,8125.4
Madhapur,1644.2,3,4,1.0,3,5,19,15106135.0,9187.8
Banjara Hills,1620.0,3,3,1.0,7,19,20,23383077.0,14433.6
Bowenpally,1417.2,3,4,0.0,10,1,10,6917679.0,4881.2
Hitech City,2307.4,4,4,1.0,10,9,15,20318319.0,8805.6
Manikonda,1663.4,3,3,2.0,15,4,16,9791241.0,5886.2
Nizampet,2467.1,4,4,1.0,15,4,5,11334532.0,4594.3
Hitech City,1882.9,3,3,1.0,0,8,13,16231808.0,8620.7
Jubilee Hills,1355.5,3,3,1.0,10,9,14,16267107.0,12000.7
Bowenpally,1548.7,3,3,1.0,10,9,14,8161415.0,5269.8
Madhapur,2297.5,4,4,1.0,5,4,21,18936352.0,8242.3
Ameerpet,1017.3,3,4,1.0,3,1,13,6323883.0,6216.5
Manikonda,1539.1,3,3,1.0,1,1,3,10157331.0,6599.6
Miyapur,726.7,1,1,1.0,5,5,15,3704833.0,5098.5
Madhapur,1113.4,2,3,1.0,15,12,12,8910022.0,8002.6
LB Nagar,1918.0,3,4,2.0,3,2,22,8529682.0,4447.2
Banjara Hills,1661.5,3,4,2.0,1,14,19,21882092.0,13170.3
LB Nagar,3235.5,5,5,1.0,0,5,11,16452737.0,5085.0
LB Nagar,1555.6,3,3,1.0,1,6,7,7719003.0,4961.9
Tellapur,1398.5,2,2,1.0,25,2,16,8569605.0,6127.5
Kompally,1845.3,3,4,1.0,0,9,17,9254420.0,5015.2
Shaikpet,2352.7,4,4,1.0,5,11,14,16687952.0,7093.1
Jubilee Hills,1163.1,2,2,1.0,5,7,25,16524737.0,14207.2
Hitech City,2641.4,4,5,1.0,0,5,10,25319026.0,9585.3
Kondapur,1461.4,3,3,3.0,15,5,15,10511345.0,7192.9
Kondapur,1316.9,2,3,1.0,1,0,3,9026165.0,6854.3
Nizampet,2363.5,4,5,1.0,20,4,8,11679746.0,4941.8
Gachibowli,2062.0,4,5,2.0,15,1,4,15386106.0,7461.7
Gachibowli,1674.7,3,3,0.0,2,11,23,13620028.0,8132.7
Tellapur,2159.2,4,4,2.0,1,5,5,14372463.0,6656.3
Tellapur,2287.2,4,5,1.0,10,9,16,14713962.0,6433.0
Banjara Hills,951.3,2,3,1.0,2,13,13,14036636.0,14755.8
Bowenpally,703.9,1,1,1.0,7,0,5,3140968.0,4462.2
Nallagandla,2505.6,4,4,1.0,7,3,23,14497236.0,5786.0
Bowenpally,2678.0,5,6,1.0,0,15,15,13569221.0,5066.9
Kukatpally,1136.3,2,3,2.0,15,13,19,6211788.0,5466.9
Banjara Hills,3250.9,5,6,2.0,7,6,16,43970654.0,13525.9
Manikonda,2365.3,4,4,1.0,0,14,19,13833561.0,5848.6
Uppal,3417.9,5,6,1.0,7,4,11,14221665.0,4160.9
Miyapur,725.5,1,1,1.0,2,2,6,3727946.0,5138.5
Gachibowli,2503.2,4,5,1.0,1,7,7,22647520.0,9047.3
Kukatpally,2115.6,4,5,3.0,7,2,2,13738285.0,6493.8
Banjara Hills,2746.1,4,5,1.0,7,13,14,35713508.0,13005.2
Kukatpally,1006.8,2,3,3.0,1,4,6,5591782.0,5554.2
Kondapur,1280.4,2,2,1.0,20,23,25,7657732.0,5980.9
Begumpet,2835.5,4,4,2.0,1,14,24,23657939.0,8343.5
Jubilee Hills,2330.4,4,4,1.0,15,0,2,33635928.0,14433.7
Begumpet,1553.2,3,4,1.0,0,2,5,12186884.0,7846.4
Kondapur,1893.6,3,4,1.0,7,22,22,14375022.0,7591.3
LB Nagar,1760.4,4,4,2.0,15,9,22,6578058.0,3736.7
Uppal,1670.0,3,3,1.0,5,2,2,7226195.0,4327.2
Tellapur,1976.7,4,5,1.0,10,0,7,12564370.0,6356.3
Kukatpally,1121.9,2,2,1.0,7,3,3,6093925.0,5431.8
Gachibowli,1808.1,3,4,2.0,7,18,22,16855942.0,9322.3
Jubilee Hills,1226.0,2,2,1.0,7,13,15,17665807.0,14409.2
Financial District,1768.8,3,3,0.0,2,2,6,16176734.0,9145.6
Uppal,2377.1,4,5,1.0,7,8,9,11214312.0,4717.7
Banjara Hills,1407.5,2,3,2.0,5,2,13,19411967.0,13792.1
Gachibowli,2546.0,4,4,0.0,20,9,22,19203860.0,7542.6
Ameerpet,1725.2,3,4,1.0,3,4,11,10461321.0,6064.0
Kukatpally,1069.9,2,3,2.0,10,15,22,6110629.0,5711.3
Hitech City,1862.7,4,4,2.0,2,5,10,18685205.0,10031.1
LB Nagar,1115.6,2,3,1.0,10,15,22,4933668.0,4422.6
Miyapur,1382.7,2,2,3.0,2,10,10,9139827.0,6610.3
Tellapur,1942.1,3,3,1.0,3,1,18,11797183.0,6074.3
Uppal,2277.5,4,5,1.0,15,7,10,9800395.0,4303.1
Nallagandla,645.5,1,1,1.0,7,1,6,4103117.0,6356.1
Manikonda,1264.8,3,3,1.0,10,11,19,6794256.0,5371.6
Tellapur,1109.1,2,2,2.0,2,8,10,8040113.0,7249.3
Ameerpet,1270.8,2,2,,20,16,18,7131330.0,5611.7
Bowenpally,2116.9,4,5,2.0,0,1,15,12873816.0,6081.6
Hitech City,1658.5,3,3,1.0,7,14,18,15286140.0,9216.6
Hitech City,1285.5,3,4,2.0,10,0,7,12447687.0,9682.8
Shaikpet,2261.5,4,5,1.0,5,3,4,14686235.0,6493.9
Kondapur,977.9,2,3,3.0,5,12,24,7280127.0,7444.4
Uppal,1841.7,3,4,3.0,10,2,10,7976554.0,4331.0
Nallagandla,1079.2,2,2,1.0,7,7,19,6311511.0,5848.1
Nallagandla,1184.3,2,2,0.0,3,1,14,6962943.0,5879.2
Kondapur,984.7,2,3,3.0,0,2,2,7140998.0,7251.6
Hitech City,1088.7,2,2,1.0,0,1,23,9380420.0,8616.5
Jubilee Hills,2076.4,4,4,1.0,3,0,5,32334910.0,15572.7
Kukatpally,1562.8,3,4,1.0,3,0,2,8851196.0,5663.6
Gachibowli,1773.7,3,3,0.0,7,14,22,15950247.0,8992.6
Madhapur,1786.1,3,4,1.0,3,1,15,15792922.0,8842.0
Kondapur,3213.2,5,5,1.0,0,4,5,21623357.0,6729.5
Financial District,3135.4,5,6,1.0,3,4,9,30115822.0,9605.0
Manikonda,707.5,1,1,1.0,15,14,14,4539111.0,6416.1
Banjara Hills,1618.1,3,3,1.0,15,17,22,23786013.0,14699.8
Tellapur,1073.4,2,3,2.0,2,2,7,8202274.0,7641.1
Gachibowli,1059.1,2,3,2.0,2,3,3,8821752.0,8329.8
LB Nagar,1651.0,3,3,1.0,3,6,12,8018230.0,4856.6
Kondapur,1191.5,2,3,2.0,3,10,10,8425929.0,7071.6
Nallagandla,724.9,1,2,1.0,2,12,20,4702072.0,6486.7
Kondapur,2347.5,4,4,1.0,1,0,14,16317301.0,6951.0
Tellapur,1493.5,3,3,1.0,20,8,15,8759072.0,5865.0
Kondapur,1828.9,3,4,1.0,25,0,16,11855424.0,6482.1
Begumpet,1652.1,3,3,2.0,5,3,23,12087343.0,7316.5
Nizampet,877.0,2,3,1.0,7,15,17,4733980.0,5397.7
Jubilee Hills,1241.3,2,2,2.0,1,11,18,21462481.0,17290.1
Uppal,1384.5,3,3,0.0,15,3,3,5880534.0,4247.6
Hitech City,1782.1,3,4,1.0,15,2,13,13855847.0,7775.0
LB Nagar,1257.0,2,2,1.0,7,7,19,5611446.0,4464.3
Kondapur,1232.3,2,2,2.0,5,4,14,9079429.0,7367.8
Nizampet,656.1,1,2,2.0,0,2,4,3523771.0,5370.7
Kukatpally,1259.0,2,2,3.0,2,17,17,8478929.0,6734.7
Nallagandla,965.7,2,2,2.0,3,3,17,6082132.0,6298.2
Banjara Hills,1140.7,2,3,1.0,5,4,8,15975764.0,14005.6
Financial District,603.5,1,1,1.0,7,1,14,5874184.0,9733.7
Nizampet,1167.3,2,2,1.0,7,6,9,5332827.0,4568.5
Financial District,2470.8,4,4,1.0,25,12,15,20561589.0,8322.0
Nizampet,1346.9,2,2,2.0,3,5,11,7372558.0,5473.6
Nizampet,1053.4,2,2,1.0,5,0,21,4986203.0,4733.5
Miyapur,2116.4,4,4,2.0,0,0,23,11499813.0,5433.6
Begumpet,1163.4,2,2,2.0,2,1,15,10025514.0,8617.7
Jubilee Hills,1341.1,3,4,1.0,3,4,9,20947323.0,15619.3
Begumpet,1263.3,2,2,1.0,20,3,20,7632909.0,6042.2
Banjara Hills,3334.4,5,6,2.0,10,8,21,44992345.0,13493.4
Ameerpet,2528.5,4,5,1.0,1,11,15,17861927.0,7064.3
Nizampet,651.3,1,1,1.0,7,4,19,2926895.0,4493.9
Kukatpally,1512.8,3,4,2.0,10,4,17,9165372.0,6058.6
Financial District,1316.0,2,3,2.0,0,1,13,12563644.0,9546.5
Financial District,1092.2,2,2,2.0,3,4,17,9923413.0,9086.0
Bowenpally,764.2,1,1,2.0,7,1,6,3390384.0,4436.7
Ameerpet,1158.5,2,2,2.0,0,8,8,7856442.0,6781.3
Miyapur,1607.9,3,4,2.0,20,6,7,7572174.0,4709.4
Kompally,1300.4,2,3,1.0,7,9,9,5923473.0,4555.2
Nallagandla,759.2,1,2,0.0,3,6,19,4730539.0,6231.0
Jubilee Hills,2483.4,4,5,1.0,3,3,20,33998480.0,13690.2
Nizampet,1170.1,2,3,1.0,0,0,12,5824509.0,4978.0
Ameerpet,985.1,2,3,2.0,15,10,13,6051132.0,6142.6
Bowenpally,1713.8,3,3,2.0,10,1,2,8169683.0,4767.1
Uppal,1713.0,3,3,1.0,3,18,25,7656564.0,4469.6
Financial District,1069.7,3,3,2.0,2,0,3,11219359.0,10488.0
Jubilee Hills,1821.5,3,3,1.0,10,5,10,25421211.0,13956.3
Financial District,2383.0,4,4,1.0,20,7,9,21742010.0,9123.9
Kondapur,1887.1,3,3,1.0,10,3,8,12936987.0,6855.7
Shaikpet,1471.2,3,4,0.0,7,0,6,10507332.0,7141.9
Banjara Hills,1886.4,3,4,0.0,15,4,4,21410990.0,11350.4
Manikonda,902.6,2,2,2.0,1,14,19,6165936.0,6831.5
Uppal,2723.6,4,4,1.0,2,4,23,12873465.0,4726.7
Madhapur,1263.9,2,2,2.0,10,2,5,10152044.0,8032.4
Kompally,1124.3,2,3,0.0,15,18,22,5703581.0,5073.1
Nallagandla,638.3,1,2,2.0,2,3,3,3939303.0,6171.1
Hitech City,1794.6,3,4,,5,17,19,17752103.0,9892.2
Banjara Hills,1269.1,2,2,0.0,1,9,24,16344944.0,12878.8
Hitech City,3371.3,5,6,1.0,0,5,12,34495904.0,10232.2
Nallagandla,1081.4,2,3,1.0,25,2,2,5484810.0,5071.8
Hitech City,1946.7,3,4,2.0,7,3,5,18241790.0,9370.7
Kompally,1165.5,2,3,0.0,3,7,8,6158687.0,5284.1
Kukatpally,3263.8,5,6,2.0,10,12,13,21159663.0,6483.2
LB Nagar,1620.3,3,3,2.0,1,3,20,6622154.0,4087.0
Banjara Hills,2158.9,4,4,3.0,10,7,9,29143316.0,13499.0
Shaikpet,1096.2,2,2,2.0,0,4,5,7762534.0,7081.6
Begumpet,1369.6,2,3,1.0,5,13,24,11215358.0,8188.6
Shaikpet,1063.3,2,2,1.0,2,9,23,7777682.0,7314.4
Begumpet,3016.2,4,4,2.0,3,6,8,23382493.0,7752.2
Kompally,1263.7,2,2,0.0,3,3,16,6228445.0,4928.9
Begumpet,1604.8,3,3,3.0,7,2,6,10513061.0,6551.0
Uppal,1146.9,2,3,1.0,0,5,10,5797953.0,5055.1
Begumpet,1351.6,2,2,2.0,5,23,24,11002558.0,8140.2
Nizampet,1460.4,3,4,2.0,20,18,21,7465966.0,5112.2
Banjara Hills,2268.7,4,4,1.0,20,3,10,25181400.0,11099.4
Kondapur,1653.6,3,4,1.0,15,1,23,12802223.0,7742.2
LB Nagar,1061.3,2,3,1.0,15,4,9,4123997.0,3885.9
Tellapur,1083.5,2,2,2.0,3,2,2,6677763.0,6163.0
Tellapur,1307.8,2,2,2.0,7,19,20,9802635.0,7495.7
Madhapur,666.6,1,1,1.0,7,1,10,5325294.0,7989.2
Nizampet,1031.3,2,2,2.0,10,6,6,5164803.0,5007.9
Madhapur,1056.6,2,3,1.0,1,4,4,7924135.0,7499.8
Bowenpally,1994.7,4,4,2.0,1,9,18,9995177.0,5011.0
Hitech City,572.8,1,1,2.0,5,7,13,5184494.0,9051.4
Manikonda,3202.3,5,5,1.0,7,10,16,19255402.0,6013.0
Ameerpet,1959.0,4,4,2.0,5,0,13,11185242.0,5709.6
Manikonda,1721.5,3,4,3.0,25,5,6,9721839.0,5647.4
Gachibowli,665.1,1,2,0.0,1,5,13,5792469.0,8708.9
Begumpet,2130.6,4,4,0.0,1,3,7,15772742.0,7403.1
Financial District,1293.9,2,2,2.0,5,0,8,13138775.0,10154.2
Nizampet,1452.0,3,4,1.0,3,3,6,7949490.0,5474.9
Madhapur,2483.4,4,4,2.0,1,4,11,22414188.0,9025.5
Nizampet,1299.4,2,2,2.0,20,11,23,6822649.0,5250.7
Ameerpet,1698.3,4,5,1.0,2,3,8,10827610.0,6375.6
Kondapur,842.3,2,2,1.0,2,7,7,6367636.0,7559.7
Hitech City,1246.5,2,2,3.0,2,2,9,11661428.0,9355.6
Tellapur,947.2,2,3,1.0,0,5,14,7194273.0,7594.9
Ameerpet,3573.3,5,5,1.0,1,10,11,25830531.0,7228.8
Hitech City,2801.8,4,4,1.0,20,14,17,22865551.0,8160.9
Kukatpally,1079.3,2,2,1.0,2,2,9,6562349.0,6080.0
Hitech City,2429.6,4,4,2.0,7,5,8,21476705.0,8839.7
Ameerpet,1542.2,3,3,1.0,15,13,18,10228994.0,6632.9
Banjara Hills,1814.0,3,3,2.0,3,4,20,27451708.0,15133.3
Uppal,1740.8,3,3,1.0,1,13,14,8932621.0,5131.3
Banjara Hills,1358.1,2,3,3.0,3,5,16,19381983.0,14271.8
Tellapur,1659.6,3,3,2.0,3,8,17,10308476.0,6211.4
Shaikpet,1134.1,2,3,2.0,2,2,3,7791567.0,6870.2
Jubilee Hills,1759.0,3,3,1.0,2,4,7,24105702.0,13704.1
Kondapur,2602.9,4,5,2.0,2,25,25,19792679.0,7604.1
Kondapur,2338.4,4,4,2.0,2,8,14,18127333.0,7752.0
Kondapur,1209.4,2,2,2.0,2,0,2,8382589.0,6931.2
Financial District,1111.2,2,3,2.0,0,4,20,10912003.0,9820.1
Ameerpet,1233.8,2,2,1.0,3,15,18,7809205.0,6329.2
Banjara Hills,1214.1,2,2,1.0,7,11,16,16859133.0,13886.1
Begumpet,2117.7,4,5,1.0,1,4,8,16970629.0,8013.6
Nizampet,1296.6,3,4,2.0,10,1,8,6964604.0,5371.6
Kondapur,1860.2,3,4,3.0,1,4,9,13585362.0,7303.1
Kompally,1519.0,3,3,3.0,0,10,11,7701376.0,5070.1
Madhapur,3069.4,5,5,3.0,0,0,10,26163996.0,8524.1
Tellapur,1310.5,2,2,1.0,10,7,18,9034223.0,6893.8
Jubilee Hills,1878.1,3,4,1.0,1,1,25,24605097.0,13101.3
Manikonda,3133.0,5,6,2.0,10,4,13,17972569.0,5736.5
Banjara Hills,685.5,1,2,1.0,3,0,2,10068766.0,14688.9
Miyapur,1631.4,3,4,1.0,10,7,12,8734800.0,5354.2
Miyapur,1243.5,2,2,2.0,5,13,16,6705140.0,5392.3
Hitech City,1444.3,3,3,2.0,20,8,9,12168743.0,8425.1
Kondapur,1783.5,3,3,1.0,10,4,14,12808056.0,7181.5
Hitech City,1388.8,3,4,1.0,15,4,5,11207461.0,8069.7
Kompally,1764.6,3,3,1.0,20,20,21,6725378.0,3811.3
Bowenpally,2589.9,4,4,1.0,3,0,10,13442077.0,5190.2
Kondapur,1213.9,2,2,1.0,3,11,12,9249577.0,7619.4
Manikonda,1137.8,2,2,1.0,20,5,9,6056678.0,5323.3
Banjara Hills,1095.8,2,3,1.0,1,0,3,13961072.0,12740.5
Madhapur,1240.6,3,3,1.0,0,12,22,9802645.0,7901.7
Uppal,1309.1,2,3,1.0,15,0,2,5057251.0,3863.1
Nizampet,1317.8,2,3,1.0,0,4,10,6401037.0,4857.4
Gachibowli,2106.5,4,5,2.0,25,2,21,16019056.0,7604.6
Banjara Hills,1006.5,2,3,2.0,3,0,17,14560959.0,14467.4
Tellapur,1529.4,3,3,1.0,7,3,8,9175743.0,5999.4
Kukatpally,1383.0,3,3,0.0,10,6,25,8582939.0,6206.0
Manikonda,1314.1,3,4,1.0,7,3,17,8168358.0,6215.8
Bowenpally,1250.1,2,3,1.0,3,7,21,6775019.0,5419.7
Miyapur,1732.9,3,3,2.0,1,15,19,10053006.0,5801.3
Financial District,1019.4,2,2,1.0,0,7,12,10047566.0,9856.5
Nizampet,621.4,1,1,2.0,1,3,8,3247263.0,5225.5
Tellapur,2836.6,4,4,2.0,2,16,16,20657565.0,7282.6
Banjara Hills,2278.1,4,4,1.0,5,9,24,34620062.0,15197.2
Gachibowli,1015.5,2,3,2.0,2,1,11,9515619.0,9370.7
Nallagandla,1138.7,2,3,1.0,0,7,12,8850556.0,7772.8
Ameerpet,2724.9,4,5,1.0,1,8,25,18337075.0,6729.5
Nizampet,1980.1,4,4,1.0,10,12,13,10519950.0,5312.7
Tellapur,1600.8,3,4,1.0,0,1,22,11843320.0,7398.6
Madhapur,1051.3,2,3,1.0,10,3,10,8435997.0,8024.7
Tellapur,1523.9,3,3,1.0,3,3,6,10925009.0,7169.2
Ameerpet,1810.4,3,4,1.0,3,12,12,13251483.0,7319.7
Banjara Hills,1048.2,2,3,1.0,5,16,20,14302444.0,13644.3
Kukatpally,1191.2,2,2,1.0,5,1,4,7542738.0,6331.9
Kondapur,1382.3,3,3,2.0,3,11,17,9855332.0,7129.4
Gachibowli,1693.8,3,3,1.0,0,2,3,15578471.0,9197.5
Madhapur,1848.6,3,3,1.0,7,1,23,16280288.0,8807.0
Ameerpet,1218.5,2,2,2.0,0,2,4,8410277.0,6901.9
Hitech City,774.6,1,1,1.0,7,17,24,6639736.0,8571.7
Kompally,1861.7,3,3,1.0,1,13,17,8950966.0,4807.9
Gachibowli,1137.2,2,2,1.0,1,22,24,9517925.0,8369.8
Kondapur,2353.4,4,4,1.0,3,9,16,15603452.0,6630.1
Nallagandla,1119.0,2,3,2.0,1,5,10,6666738.0,5957.7
Nizampet,1086.2,2,2,1.0,1,14,14,4992111.0,4595.9
Tellapur,1061.3,2,2,1.0,5,11,21,7116234.0,6705.2
Financial District,893.5,2,3,1.0,3,21,24,8395562.0,9396.5
Banjara Hills,1174.8,2,2,1.0,2,2,11,18754839.0,15964.6
Bowenpally,1380.8,3,4,1.0,5,7,17,7408215.0,5365.0
Kondapur,1590.0,3,3,1.0,7,4,4,10743873.0,6757.2
Financial District,1539.2,3,3,2.0,5,4,10,13829352.0,8985.0
Hitech City,1164.3,2,2,3.0,0,12,19,12356444.0,10612.4
Gachibowli,1861.7,3,4,1.0,10,2,2,14180501.0,7617.1
Tellapur,1438.8,4,5,1.0,2,4,5,10557732.0,7337.8
Kondapur,2390.6,4,5,1.0,1,6,8,15401242.0,6442.3
Financial District,1355.0,2,2,1.0,5,13,18,12959744.0,9564.7
Kompally,581.8,1,1,0.0,5,16,20,2603619.0,4475.3
Nallagandla,727.0,1,2,1.0,25,9,20,4234193.0,5824.5
Tellapur,1431.9,2,3,2.0,0,5,17,10746815.0,7505.1
Kukatpally,1117.3,2,2,1.0,0,2,10,6702185.0,5998.5
Banjara Hills,1723.5,3,3,3.0,10,1,12,21404847.0,12419.7
Financial District,1030.7,2,3,2.0,2,0,23,10670136.0,10352.1
Financial District,1259.9,2,3,1.0,2,2,13,50782817.86778102,10096.3
Financial District,3108.8,5,5,1.0,0,4,5,29132680.0,9371.0
Kukatpally,1209.9,2,2,0.0,20,6,9,5620170.0,4645.2
LB Nagar,2633.8,4,5,1.0,15,1,4,9953030.0,3779.0
Kukatpally,2529.0,4,5,1.0,1,19,19,15244564.0,6027.8
